"Date","Open","High","Low","Close","Volume","Adj Close"
"2014-02-27",116.129997,116.629997,115.650002,116.610001,2147100,110.487974
"2014-02-26",115.889999,116.790001,115.610001,116.110001,2951600,110.014224
"2014-02-25",116.050003,116.669998,115.559998,115.889999,2569500,109.805773
"2014-02-24",115.769997,117.580002,115.300003,116.489998,3331500,110.374272
"2014-02-21",115.290001,116.080002,114.720001,115.379997,3660000,109.322546
"2014-02-20",114.360001,115.400002,113.470001,115.050003,3096800,109.009877
"2014-02-18",114,114.110001,112.959999,113.739998,2392800,107.768647
"2014-02-14",113.260002,114.139999,112.370003,113.870003,3466600,107.891827
"2014-02-13",112.18,113.580002,111.690002,113.300003,2520900,107.351752
"2014-02-12",112.529999,112.860001,111.970001,112.779999,3006300,106.859048
"2014-02-11",111.75,113.199997,111.389999,112.959999,3364000,106.470569
"2014-02-10",110.589996,111.68,110.330002,111.599998,4094000,105.188699
"2014-02-07",110.029999,111.169998,109.989998,110.730003,3982500,104.368684
"2014-02-06",108.099998,109.5,108.099998,109.449997,3717700,103.162212
"2014-02-05",108.300003,108.889999,107,107.910004,6864500,101.71069
"2014-02-04",108.370003,110.019997,107.5,109.099998,9759600,102.832321
"2014-02-03",114.110001,114.739998,110.110001,110.160004,5262200,103.83143
"2014-01-31",112.980003,114.93,112.370003,114.019997,3482000,107.469671
"2014-01-30",113.980003,115.269997,113.650002,114.68,3210800,108.091758
"2014-01-29",113.059998,114.050003,112.43,113.269997,3881200,106.762757
"2014-01-28",113.589996,113.93,112.989998,113.860001,3662100,107.318866
"2014-01-27",111.879997,114.809998,111.57,113.790001,7665000,107.252888
"2014-01-24",114.019997,114.349998,111.769997,111.800003,5119800,105.377213
"2014-01-23",115.080002,115.919998,114.489998,114.839996,4086400,108.242562
"2014-01-22",117.489998,118.199997,115.449997,116.120003,5042800,109.449034
"2014-01-21",114.839996,115.980003,114.459999,114.989998,4737200,108.383946
"2014-01-17",113.690002,114.470001,113.650002,114.209999,4284300,107.648758
"2014-01-16",113.879997,114.389999,113.589996,114.220001,2653100,107.658185
"2014-01-15",112.57,114.279999,112.550003,114.07,2271800,107.516801
"2014-01-14",112.669998,113.410004,112.120003,112.629997,3430500,106.159525
"2014-01-13",113.260002,114.349998,112.620003,112.800003,3259500,106.319764
"2014-01-10",114.25,114.709999,113,113.830002,2248200,107.290591
"2014-01-09",114.07,114.230003,113.050003,113.709999,2123200,107.177482
"2014-01-08",112.940002,113.940002,112.559998,113.650002,3141400,107.120931
"2014-01-07",113.120003,113.970001,112.900002,113.510002,2500300,106.988975
"2014-01-06",113.379997,113.839996,112.160004,112.790001,2956800,106.310337
"2014-01-02",112.900002,113.209999,112.309998,112.489998,2649500,106.027569
"2013-12-31",113.160004,113.940002,113.080002,113.800003,2103200,107.262315
"2013-12-30",112.900002,112.900002,112.099998,112.730003,1614900,106.253786
"2013-12-27",112.849998,113.040001,112.440002,112.800003,1593900,106.319764
"2013-12-26",111.610001,112.760002,111.559998,112.690002,2449400,106.216083
"2013-12-24",110.800003,111.599998,110.68,111.470001,747900,105.06617
"2013-12-23",111.419998,111.470001,110.57,110.82,1967500,104.45351
"2013-12-20",109.220001,111.129997,109.07,110.660004,4618000,104.302706
"2013-12-19",109.629997,109.989998,109.190002,109.5,2927400,103.209343
"2013-12-18",108,109.849998,106.949997,109.809998,3715800,103.501531
"2013-12-17",108.989998,109.129997,107.379997,107.620003,3451700,101.437349
"2013-12-16",107.809998,109.120003,107.5,108.529999,3276700,102.295067
"2013-12-13",106.160004,107.889999,105.900002,107.349998,4519600,101.182857
"2013-12-12",108.5,108.93,107.360001,108.089996,3652100,101.880342
"2013-12-11",111.080002,111.199997,108.650002,108.660004,3455900,102.417603
"2013-12-10",110.669998,111.610001,110.089996,110.980003,2809600,104.604322
"2013-12-09",111.050003,111.550003,110.709999,111.18,2803000,104.792829
"2013-12-06",110.239998,111.199997,110.07,111.120003,2456500,104.736278
"2013-12-05",108.089996,109.580002,108.089996,109.050003,2024000,102.785198
"2013-12-04",109.339996,109.559998,107.989998,108.940002,2511000,102.681517
"2013-12-03",109.919998,110.529999,109.260002,109.690002,3294200,103.38843
"2013-12-02",111.169998,111.400002,110.110001,110.309998,2091300,103.972807
"2013-11-29",111.300003,111.610001,110.699997,110.860001,1301000,104.491213
"2013-11-27",111.230003,111.900002,111.080002,111.510002,1770500,105.103873
"2013-11-26",110.410004,111.5,110.25,110.940002,2825900,104.566619
"2013-11-25",110.949997,110.989998,110.089996,110.309998,2155100,103.972807
"2013-11-22",109.739998,110.330002,109.230003,110.199997,2467300,103.869126
"2013-11-21",109.120003,109.849998,108.989998,109.769997,1964100,103.463828
"2013-11-20",109.300003,109.669998,108.599998,108.830002,2239900,102.577835
"2013-11-19",108.919998,109.489998,108.800003,109.099998,1877700,102.832321
"2013-11-18",108.599998,109.910004,108.599998,109.129997,2415200,102.860596
"2013-11-15",108.82,109,108.190002,108.589996,2974400,102.351618
"2013-11-14",108.5,108.970001,107.480003,108.690002,2561000,102.445879
"2013-11-13",106.550003,107.540001,106.019997,107.459999,2797600,101.286538
"2013-11-12",107.889999,107.970001,107.150002,107.449997,3004400,100.721006
"2013-11-11",108.540001,108.599998,107.779999,108.080002,2409700,101.311557
"2013-11-08",107.010002,108.589996,106.790001,108.550003,2950900,101.752125
"2013-11-07",108.779999,109.269997,107.089996,107.269997,2536000,100.552278
"2013-11-06",108.230003,108.980003,108.099998,108.669998,3150300,101.864605
"2013-11-05",107.589996,108.260002,106.709999,107.68,2289600,100.936605
"2013-11-04",108.309998,108.440002,107.480003,107.980003,2293700,101.217821
"2013-11-01",106.449997,107.730003,106.410004,107.510002,2511000,100.777253
"2013-10-31",105.900002,107.239998,105.730003,106.25,2963800,99.596158
"2013-10-29",106.019997,106.449997,105.760002,106.419998,2246500,99.75551
"2013-10-28",107.089996,107.239998,105.910004,105.989998,3284200,99.352438
"2013-10-25",106.910004,107.529999,106.529999,107.519997,2732500,100.786622
"2013-10-24",107.349998,107.489998,106.209999,107.059998,2654700,100.35543
"2013-10-23",106.199997,106.919998,105.660004,106.389999,3399000,99.72739
"2013-10-22",107.620003,108.559998,105.07,106.129997,5832200,99.48367
"2013-10-21",107.900002,107.940002,106.949997,107.620003,2958000,100.880365
"2013-10-18",108.080002,108.440002,107.059998,107.739998,2708200,100.992846
"2013-10-17",105.980003,108.160004,105.980003,108.019997,2069500,101.25531
"2013-10-16",106.510002,107.139999,105.970001,106.43,3246200,99.764886
"2013-10-15",106.82,106.910004,105.769997,105.800003,2710200,99.174342
"2013-10-14",106.029999,107.07,105.68,106.900002,2435300,100.205454
"2013-10-11",105.68,107.029999,105.370003,107.010002,3201600,100.308566
"2013-10-10",104.370003,105.919998,103.980003,105.919998,3419500,99.286822
"2013-10-09",103,103.389999,102.209999,102.839996,3548600,96.399704
"2013-10-08",104.010002,104.480003,102.730003,102.760002,2200500,96.324719
"2013-10-07",103.440002,104.75,103,104.029999,2164100,97.515183
"2013-10-04",103.769997,104.620003,103.300003,104.269997,2111500,97.740151
"2013-10-03",104.830002,104.980003,102.730003,103.690002,4264800,97.196479
"2013-10-02",106.739998,106.760002,104.550003,104.980003,5604500,98.405694
"2013-10-01",108.080002,108.480003,106.349998,107.379997,4995300,100.65539
"2013-09-30",108.860001,109.010002,107.5,107.82,3333000,101.067837
"2013-09-27",108.989998,109.57,108.300003,109.360001,1846800,102.511397
"2013-09-26",109.669998,110.379997,109.110001,109.660004,2577300,102.792612
"2013-09-25",109.860001,110.889999,109.230003,109.260002,2458000,102.417661
"2013-09-24",109.550003,110.599998,109.099998,110,2520000,103.111317
"2013-09-23",109.68,110.839996,109.099998,109.419998,3095900,102.567637
"2013-09-20",112,112.190002,109.580002,109.580002,5758400,102.717621
"2013-09-19",111.519997,112.459999,111.339996,112,3094700,104.986068
"2013-09-18",110.099998,111.089996,108.910004,111.010002,3718700,104.058068
"2013-09-17",109.599998,111.470001,109.489998,110.389999,3361400,103.476892
"2013-09-16",109.529999,110,109.050003,109.699997,2819500,102.830101
"2013-09-13",108.010002,108.389999,107.400002,108.389999,2219100,101.602141
"2013-09-12",107.800003,109.129997,107.650002,107.830002,3514000,101.077213
"2013-09-11",106.769997,107.830002,106.419998,107.830002,3121300,101.077213
"2013-09-10",105.25,106.410004,105,106.260002,2881100,99.605534
"2013-09-09",103.540001,104.800003,103.540001,104.480003,2194400,97.937006
"2013-09-06",104.120003,104.400002,102.18,103.230003,2444100,96.765287
"2013-09-05",103.230003,104.129997,102.839996,103.68,1672700,97.187103
"2013-09-04",102.440002,103.410004,102.059998,103.360001,2567900,96.887143
"2013-09-03",101.099998,103.129997,101.089996,102.660004,4633500,96.230983
"2013-08-30",100.730003,100.790001,99.730003,100.099998,2492500,93.831297
"2013-08-29",99.730003,100.889999,99.5,100.459999,2323500,94.168752
"2013-08-28",99.790001,100.379997,99.709999,99.980003,2397200,93.718816
"2013-08-27",101.209999,101.82,99.699997,99.940002,3082700,93.68132
"2013-08-26",102.900002,103.480003,102.300003,102.300003,1657200,95.893527
"2013-08-23",103,103.75,102.650002,102.800003,2606900,96.362215
"2013-08-22",102.089996,104,101.650002,102.959999,2703400,96.512191
"2013-08-21",102.199997,102.480003,101.209999,101.699997,3075000,95.331096
"2013-08-20",102.629997,102.940002,101.900002,102.400002,2961800,95.987263
"2013-08-19",102.830002,103.43,102.529999,102.629997,2222900,96.202856
"2013-08-16",102.959999,103.720001,102.720001,103.080002,3318500,96.624679
"2013-08-15",103.959999,104.169998,102.68,102.989998,2747300,96.540312
"2013-08-14",106.279999,106.650002,104.93,105.059998,2146900,98.480679
"2013-08-13",105.82,107.389999,105.349998,106.800003,2625500,99.610222
"2013-08-12",105.129997,105.720001,104.910004,105.540001,2246600,98.435043
"2013-08-09",106.059998,106.489998,104.980003,105.620003,1907200,98.509659
"2013-08-08",106.57,107.160004,105.610001,106.260002,2100400,99.106574
"2013-08-06",106.449997,106.449997,104.769997,105.199997,3323500,98.117928
"2013-08-05",107.339996,107.379997,106.589996,106.639999,3004400,99.460989
"2013-08-02",107.059998,107.860001,106.589996,107.769997,3284800,100.514915
"2013-08-01",106.419998,107.849998,106.419998,107.18,3014000,99.964637
"2013-07-31",105.769997,106.550003,105.330002,105.57,3157100,98.463022
"2013-07-30",105.5,106.010002,104.970001,105.57,2960500,98.463022
"2013-07-29",104.419998,105.209999,104.330002,105.07,2318800,97.996682
"2013-07-26",104.379997,105.059998,103.980003,104.970001,2644100,97.903416
"2013-07-25",105.080002,105.089996,103.889999,104.790001,3339500,97.735533
"2013-07-24",105.470001,105.5,103.760002,104.989998,4182100,97.922066
"2013-07-23",103.300003,105.660004,103.029999,105.120003,5389300,98.043319
"2013-07-22",103.529999,103.529999,102.019997,102.110001,3025100,95.23595
"2013-07-19",101.419998,102.5,101.199997,102.480003,3271500,95.581045
"2013-07-18",100.940002,101.480003,100.739998,101.339996,2703000,94.517783
"2013-07-17",100.82,101,100.410004,100.860001,2515900,94.0701
"2013-07-16",100.110001,100.660004,99.849998,99.989998,2303900,93.258666
"2013-07-15",100.080002,100.5,99.720001,100.239998,2893300,93.491836
"2013-07-12",99.610001,100.699997,99.019997,99.830002,4728300,93.109441
"2013-07-11",98.93,99.779999,98.82,99.690002,3736500,92.978867
"2013-07-10",98.010002,98.099998,97.379997,97.790001,3142800,91.206773
"2013-07-09",97.769997,98.529999,97.559998,98.019997,3379400,91.421286
"2013-07-08",97.050003,97.769997,96.800003,96.980003,2893000,90.451305
"2013-07-05",95.5,96.629997,95.419998,96.529999,2655900,90.031595
"2013-07-03",93.550003,95.110001,93.120003,94.730003,1737000,88.352775
"2013-07-02",94.709999,95.110001,93.489998,93.800003,3696000,87.485382
"2013-07-01",93.309998,95.230003,93.309998,94.739998,3889500,88.362097
"2013-06-28",93.220001,93.839996,92.419998,92.940002,4581600,86.683277
"2013-06-27",93.370003,93.589996,92.709999,93.510002,4417000,87.214904
"2013-06-26",92.629997,93.379997,92.139999,92.980003,2546700,86.720585
"2013-06-25",92.129997,92.440002,91.330002,91.779999,3184000,85.601365
"2013-06-24",91.269997,92.470001,90.300003,91.489998,3856300,85.330887
"2013-06-21",92.919998,93.050003,91.360001,92.18,5729400,85.974438
"2013-06-20",93.239998,93.470001,92.199997,92.349998,3757000,86.132992
"2013-06-19",96.050003,96.400002,94.18,94.18,3406400,87.839798
"2013-06-18",94.949997,96.419998,94.949997,96.169998,3084100,89.695829
"2013-06-17",94.970001,95.839996,94.68,94.980003,3006200,88.585945
"2013-06-14",94.339996,94.849998,93.650002,94.019997,2235400,87.690566
"2013-06-13",92.82,94.459999,92.190002,94.290001,4092200,87.942393
"2013-06-12",94.599998,94.839996,92.470001,92.68,2545900,86.440778
"2013-06-11",93.32,94.629997,92.879997,93.68,2627600,87.373458
"2013-06-10",94.589996,94.82,93.949997,94.139999,3479500,87.80249
"2013-06-07",93.720001,94.620003,91.779999,94.5,4810000,88.138255
"2013-06-06",92.910004,93.139999,91.839996,92.75,4648400,86.506065
"2013-06-05",93.940002,94.029999,92.870003,93.010002,3793800,86.748564
"2013-06-03",95.160004,95.75,94.010002,95.230003,4368800,88.819115
"2013-05-31",95.629997,96.610001,94.900002,94.900002,4232000,88.511329
"2013-05-30",95.440002,96.510002,95.199997,95.959999,3701400,89.499967
"2013-05-29",95.389999,95.629997,94.809998,95.120003,3171500,88.71652
"2013-05-28",95.940002,96.620003,95.5,95.970001,3431100,89.509296
"2013-05-24",95,95.269997,94.190002,95.040001,2615400,88.641903
"2013-05-23",95.379997,95.970001,94.93,95.489998,3270700,89.061607
"2013-05-22",97.599998,98.18,96.110001,96.25,4320500,89.770445
"2013-05-21",97.559998,98.150002,97.220001,97.550003,2791600,90.982932
"2013-05-20",97.040001,97.720001,96.940002,97.230003,2625300,90.684475
"2013-05-17",95.279999,97.410004,94.870003,97.349998,4206600,90.796392
"2013-05-16",95.510002,95.830002,95.050003,95.169998,2938900,88.763149
"2013-05-15",95.470001,95.879997,94.790001,95.809998,3042600,89.360064
"2013-05-14",94.970001,95.970001,94.970001,95.93,3565500,88.973006
"2013-05-13",95.029999,95.32,94.769997,94.949997,1963800,88.064074
"2013-05-10",94.910004,95.25,94.57,95.25,2529000,88.342321
"2013-05-09",94.510002,95.589996,94.32,94.760002,3633300,87.887858
"2013-05-08",93.75,94.379997,93.589996,94.379997,2606200,87.535412
"2013-05-07",93.589996,93.900002,93.269997,93.870003,2527100,87.062403
"2013-05-06",92.949997,93.830002,92.800003,93.489998,2063300,86.709957
"2013-05-02",91.290001,92.190002,91.290001,91.75,2724800,85.096146
"2013-05-01",91.040001,91.650002,90.919998,91.050003,3981900,84.446914
"2013-04-30",92.099998,92.230003,91.040001,91.290001,4175200,84.669507
"2013-04-29",91.269997,91.790001,90.620003,91.620003,2993600,84.975577
"2013-04-26",92.029999,92.209999,91.129997,91.150002,2927400,84.539661
"2013-04-25",92.400002,93.190002,92,92.110001,3592100,85.430039
"2013-04-24",92.730003,93.07,91.82,92,4228100,85.328016
"2013-04-23",93.300003,94.25,90.650002,92.889999,6504600,86.153471
"2013-04-22",93.220001,94.059998,92.540001,93.629997,3133200,86.839803
"2013-04-19",91.720001,93.290001,91.720001,93.220001,3784200,86.459541
"2013-04-18",92.910004,93.110001,91.25,91.550003,4387800,84.910653
"2013-04-17",93.790001,93.889999,92.410004,92.849998,3531700,86.116371
